iter	Passed	Remaining
405	7156	24783
406	7171	24756
407	7189	24740
408	7203	24708
409	7217	24681
410	7232	24654
411	7249	24633
412	7266	24613
413	7282	24593
414	7300	24574
415	7319	24561
416	7337	24547
417	7356	24532
418	7375	24520
419	7392	24501
420	7408	24479
421	7423	24451
422	7439	24428
423	7453	24400
424	7467	24368
425	7483	24347
426	7501	24331
427	7520	24319
428	7537	24300
429	7555	24282
430	7573	24267
431	7592	24252
432	7609	24233
433	7625	24212
434	7641	24188
435	7657	24167
436	7679	24162
437	7699	24152
438	7719	24143
439	7732	24112
440	7748	24089
441	7764	24065
442	7781	24047
443	7797	24025
444	7815	24008
445	7833	23991
446	7849	23970
447	7868	23957
448	7882	23929
449	7901	23915
450	7918	23895
451	7936	23880
452	7953	23860
453	7971	23844
454	7989	23828
455	8007	23811
456	8022	23787
457	8039	23767
458	8054	23743
459	8073	23728
460	8092	23714
461	8110	23700
462	8129	23685
463	8146	23666
464	8163	23647
465	8180	23628
466	8195	23603
467	8213	23586
468	8230	23569
469	8247	23547
470	8264	23529
471	8280	23507
472	8296	23486
473	8314	23468
474	8329	23446
475	8347	23430
476	8367	23418
477	8385	23401
478	8401	23379
479	8419	23362
480	8436	23344
481	8452	23324
482	8471	23308
483	8489	23292
484	8507	23276
485	8524	23257
486	8541	23238
487	8557	23218
488	8575	23200
489	8593	23184
490	8609	23164
491	8626	23143
492	8642	23121
493	8659	23103
494	8677	23088
495	8694	23069
496	8712	23051
497	8728	23029
498	8743	23005
499	8758	22983
500	8775	22964
501	8792	22944
502	8808	22923
503	8826	22906
504	8842	22886
505	8859	22865
506	8877	22850
507	8894	22832
508	8915	22822
509	8933	22807
510	8950	22788
511	8968	22770
512	8989	22761
513	9005	22741
514	9021	22720
515	9040	22706
516	9055	22682
517	9074	22669
518	9093	22654
519	9109	22634
520	9127	22616
521	9144	22599
522	9161	22578
523	9177	22557
524	9196	22543
525	9211	22519
526	9227	22499
527	9246	22485
528	9260	22460
529	9279	22445
530	9296	22427
531	9314	22409
532	9330	22389
533	9347	22370
534	9365	22355
535	9383	22338
536	9398	22314
537	9415	22295
538	9433	22278
539	9448	22257
540	9466	22239
541	9484	22223
542	9500	22203
543	9520	22190
544	9538	22174
545	9556	22158
546	9571	22135
547	9588	22116
548	9605	22098
549	9621	22077
550	9636	22052
551	9652	22032
552	9669	22015
553	9686	21995
554	9702	21975
555	9717	21950
556	9732	21927
557	9745	21902
558	9762	21881
559	9777	21859
560	9791	21835
561	9807	21814
562	9825	21796
563	9838	21771
564	9853	21746
565	9871	21731
566	9887	21711
567	9902	21688
568	9918	21666
569	9933	21644
570	9947	21620
571	9964	21600
572	9981	21582
573	9998	21563
574	10014	21543
575	10030	21523
576	10046	21502
577	10062	21483
578	10081	21469
579	10097	21448
580	10115	21432
581	10135	21420
582	10151	21400
583	10168	21382
584	10186	21366
585	10205	21350
586	10221	21331
587	10244	21324
588	10261	21307
589	10281	21294
590	10300	21280
591	10316	21259
592	10330	21235
593	10346	21214
594	10363	21196
595	10382	21183
596	10400	21166
597	10419	21152
598	10437	21136
599	10453	21115
600	10470	21098
601	10488	21082
602	10508	21069
603	10524	21049
604	10541	21031
605	10558	21013
606	10575	20993
607	10590	20972
608	10606	20952
609	10623	20933
610	10640	20914
611	10658	20898
612	10676	20882
613	10694	20865
614	10712	20850
615	10731	20836
616	10750	20821
617	10767	20802
618	10783	20783
619	10803	20770
620	10822	20756
621	10840	20739
622	10856	20718
623	10874	20703
624	10892	20686
625	10910	20671
626	10930	20658
627	10949	20642
628	10965	20622
629	10982	20605
630	10999	20587
631	11014	20565
632	11032	20547
633	11048	20529
634	11064	20509
635	11080	20489
636	11097	20470
637	11115	20453
638	11130	20431
639	11148	20414
640	11168	20402
641	11185	20384
642	11201	20364
643	11218	20346
644	11232	20323
645	11247	20301
646	11265	20284
647	11280	20262
648	11295	20241
649	11312	20223
650	11326	20200
651	11340	20176
652	11355	20154
653	11369	20132
654	11388	20117
655	11404	20097
656	11421	20078
657	11434	20052
658	11450	20033
659	11467	20016
660	11483	19995
661	11499	19976
662	11515	19956
663	11531	19936
664	11550	19923
665	11566	19903
666	11581	19880
667	11599	19865
668	11614	19844
669	11630	19824
670	11648	19808
671	11668	19794
672	11685	19777
673	11703	19759
674	11718	19738
675	11732	19716
676	11748	19697
677	11765	19678
678	11781	19658
679	11797	19639
680	11813	19619
681	11827	19597
682	11844	19578
683	11861	19561
684	11877	19540
685	11893	19522
686	11909	19502
687	11922	19477
688	11937	19457
689	11954	19438
690	11971	19420
691	11985	19398
692	12002	19380
693	12021	19365
694	12037	19346
695	12054	19328
696	12071	19310
697	12085	19288
698	12102	19269
699	12118	19250
700	12131	19226
701	12147	19207
702	12164	19190
703	12180	19169
704	12194	19147
705	12209	19126
706	12224	19106
707	12242	19089
708	12258	19070
709	12275	19053
710	12292	19035
711	12311	19020
712	12324	18997
713	12340	18977
714	12354	18955
715	12369	18933
716	12385	18914
717	12399	18893
718	12412	18869
719	12428	18850
720	12446	18834
721	12461	18813
722	12477	18793
723	12494	18775
724	12511	18758
725	12523	18733
726	12537	18711
727	12555	18695
728	12570	18675
