iter	MultiClass
347	0.4203348284
348	0.4201905251
349	0.420090923
350	0.4198360066
351	0.4195962352
352	0.4195297051
353	0.419360482
354	0.4192444985
355	0.4190049589
356	0.4188596512
357	0.4186851736
358	0.4183988466
359	0.4182680658
360	0.4180408509
361	0.4177830368
362	0.4176092934
363	0.4173595541
364	0.4172113873
365	0.4169617253
366	0.4167727595
367	0.4166250563
368	0.4163979574
369	0.4161769242
370	0.4159994718
371	0.4158866177
372	0.4157716388
373	0.4154336176
374	0.4151816374
375	0.4149089873
376	0.4146697569
377	0.4146330919
378	0.4145558983
379	0.4142446901
380	0.4140240046
381	0.4139286911
382	0.4137997647
383	0.4136053127
384	0.4133763206
385	0.4132788049
386	0.4129955687
387	0.4127120234
388	0.4125580999
389	0.412458266
390	0.4123561526
391	0.4121742185
392	0.4120180928
393	0.4117714057
394	0.4115073327
395	0.4113370278
396	0.4111189696
397	0.4109713823
398	0.4108350766
399	0.4107470265
400	0.4104306025
401	0.4103058487
402	0.4101492208
403	0.4099765978
404	0.4098844523
405	0.4097061885
406	0.4096526012
407	0.4095544286
408	0.4093892623
409	0.4092024214
410	0.4090704815
411	0.4088581026
412	0.4087277081
413	0.4085998249
414	0.4085162179
415	0.4082983915
416	0.4081183891
417	0.4080291027
418	0.4078950378
419	0.4077309146
420	0.4075879636
421	0.4072320928
422	0.4071458586
423	0.4069903124
424	0.4065925222
425	0.4064814068
426	0.4063104451
427	0.4061548217
428	0.4059559652
429	0.4057804832
430	0.4056532568
431	0.4054869313
432	0.4053980699
433	0.40521007
434	0.4050867458
435	0.4050009365
436	0.4048826735
437	0.4047726399
438	0.4045376593
439	0.404425578
440	0.4043457186
441	0.404203038
442	0.4041443509
443	0.4039794163
444	0.4038440764
445	0.4037474879
446	0.4036360634
447	0.4034846512
448	0.4034319139
449	0.4032849062
450	0.4031795474
451	0.4030651866
452	0.4029425192
453	0.4027796323
454	0.4025427199
455	0.4024489904
456	0.4023781331
457	0.4022561611
458	0.402017742
459	0.4018778045
460	0.4017527031
461	0.4017053747
462	0.401647692
463	0.401533679
464	0.4013506244
465	0.4010353981
466	0.4009884947
467	0.4008621569
468	0.4007669206
469	0.4006151221
470	0.4005328673
471	0.4004460922
472	0.4004027432
473	0.4003125296
474	0.4001521926
475	0.400071715
476	0.3999474249
477	0.3999016033
478	0.3997948923
479	0.3996545299
480	0.399527883
481	0.3994409147
482	0.3993138815
483	0.3992615691
484	0.3991342655
485	0.3989219639
486	0.3987614724
487	0.3986561909
488	0.3984538959
489	0.3982208471
490	0.3981198155
491	0.3979840507
492	0.3979302702
493	0.3976421273
494	0.3974973218
495	0.3974003083
496	0.397259289
497	0.3972327079
498	0.3970031363
499	0.3969113385
500	0.3968268815
501	0.3966663514
502	0.3965320547
503	0.3964190848
504	0.3963287938
505	0.3962740861
506	0.3962188375
507	0.3961508778
508	0.396010129
509	0.39589345
510	0.395759192
511	0.3956281793
512	0.3955439155
513	0.395430791
514	0.3953697857
515	0.3952423275
516	0.395089679
517	0.3949780613
518	0.3948348012
519	0.3946777869
520	0.3945837096
521	0.394462549
522	0.3944288976
523	0.394325316
524	0.3941637427
525	0.3940128715
526	0.3939012924
527	0.3938269965
528	0.393705295
529	0.3936194857
530	0.3935842116
531	0.3935596781
532	0.3934514603
533	0.393311832
534	0.3932725011
535	0.393118114
536	0.3930123303
537	0.3929536817
538	0.3929243961
539	0.3927962038
540	0.392756757
541	0.3926145014
542	0.3923790573
543	0.3922836664
544	0.3921677602
545	0.3921036254
546	0.391975974
547	0.3919466884
548	0.3918961146
549	0.3917624748
550	0.3916664658
551	0.3914215173
552	0.3912799571
553	0.3910767735
554	0.3909166297
555	0.3907504202
556	0.3906704449
557	0.390577179
558	0.3904941902
559	0.3904204352
560	0.3903754249
561	0.3903138401
562	0.3902843226
563	0.3901298969
564	0.3899901912
565	0.389812082
566	0.3897223706
567	0.389517062
568	0.3894850719
569	0.3893366347
570	0.38922861
571	0.3889626053
572	0.3887664146
573	0.3886321952
574	0.3885486268
575	0.3883516635
576	0.388226253
577	0.3880559481
578	0.3880347759
579	0.3879400419
580	0.3876556466
581	0.3873267047
582	0.3872261754
583	0.3870714406
584	0.3868976199
585	0.3868058608
586	0.3866190586
587	0.3864769189
588	0.3863759646
589	0.3862235092
590	0.3860586133
591	0.3858919015
592	0.3858363052
593	0.3857928403
594	0.385699729
595	0.3855973838
596	0.3854586054
597	0.3852686351
598	0.3851484017
599	0.3850272411
600	0.3849173619
601	0.38484975
602	0.3847386345
603	0.384594679
604	0.384462855
605	0.3843377149
606	0.3842068568
607	0.3841000299
608	0.3840002732
609	0.3839709876
610	0.3837301731
611	0.3836609771
612	0.3835704157
613	0.3834597638
614	0.383368507
615	0.3832967224
616	0.3831833275
617	0.383085039
618	0.3830584965
619	0.3829398471
620	0.382905848
621	0.3828559697
622	0.3826671584
623	0.3823973674
624	0.3823358984
625	0.3821583301
626	0.3820877818
627	0.381890973
628	0.3818245201
629	0.3817561741
630	0.3816684331
631	0.3814380115
632	0.3814063691
633	0.3812945196
634	0.381274661
635	0.381047678
636	0.3809872135
637	0.3808555441
638	0.3806628306
639	0.3805993913
640	0.380548238
641	0.3804837169
642	0.3803539405
643	0.3803238435
644	0.3802135781
645	0.3801447684
646	0.380067034
647	0.3800368597
648	0.3799784044
649	0.3799204512
650	0.3798925565
651	0.3797603461
652	0.3796708665
653	0.3795079023
654	0.3793341589
655	0.3792963348
656	0.3792850147
657	0.3791960373
658	0.379062552
659	0.3789922355
660	0.3787717046
661	0.3787161082
662	0.3785640006
663	0.378509177
664	0.3784772255
665	0.3784440377
666	0.3783683896
667	0.3783355495
668	0.3782690966
669	0.3782318134
670	0.3780621267
671	0.3779997305
672	0.3779507794
673	0.3779148485
674	0.3777722066
675	0.3776326168
676	0.3774496782
677	0.3773562964
678	0.3772746984
679	0.3771270338
680	0.3770020869
681	0.3769366772
682	0.3769163936
683	0.3768271072
684	0.3767027784
685	0.376502647
686	0.3762952135
687	0.376107484
688	0.3760612761
689	0.3759164706
690	0.3758262955
691	0.3757963917
692	0.3757448134
693	0.3756070396
694	0.3754957309
695	0.3754389755
696	0.3753906813
697	0.3751772979
698	0.3751465827
699	0.3751364603
700	0.3751073292
701	0.3750175405
702	0.3748472742
703	0.3747719738
704	0.3747074527
705	0.3745706447
706	0.3745027236
707	0.3744273846
708	0.374369586
709	0.3742917357
710	0.3742398483
711	0.3741538845
712	0.3741390872
713	0.3741147469
714	0.3739366763
715	0.3738595213
716	0.3738252131
717	0.3737942661
718	0.3736585786
719	0.3735465359
720	0.3734766831
721	0.3733299458
722	0.3732416252
723	0.373180079
724	0.3731579023
725	0.3730743725
726	0.3729164696
727	0.3728419419
728	0.3727972021
729	0.3727215926
730	0.3726321903
731	0.3725982684
732	0.3723443951
733	0.372286867
734	0.3721198847
735	0.3719780542
736	0.3719677771
737	0.3719224192
738	0.3718510596
739	0.3718062425
740	0.3717917542
741	0.3715871797
742	0.3715612554
743	0.3714867277
744	0.3714435719
745	0.3713075366
746	0.3712924302
747	0.3712757783
748	0.3710062191
749	0.3709106351
750	0.3708493979
751	0.3706297556
752	0.3705375329
753	0.3704206994
754	0.37034424
755	0.3702769757
756	0.3702091706
757	0.3700040938
758	0.3698935579
759	0.3698845172
760	0.369803151
761	0.3697533886
762	0.3697329505
763	0.3696884425
764	0.3696574955
765	0.3695970698
766	0.3695647319
767	0.3695198376
768	0.3694285807
769	0.3693487214
770	0.3693165381
771	0.3693091201
772	0.3692576191
773	0.3691352221
774	0.3690538559
775	0.3689534811
776	0.3688932871
777	0.3688070529
778	0.3687806649
779	0.3687399046
780	0.3686970579
781	0.3686323436
782	0.3685849379
783	0.3685248985
784	0.3685151238
785	0.3683657206
786	0.3682615209
787	0.368230149
788	0.3681684482
789	0.3680713188
790	0.3680132884
791	0.3679837323
792	0.3679529785
793	0.3678796099
794	0.3677406383
795	0.3676853511
796	0.367651661
797	0.3676260843
798	0.3674927922
799	0.367428387
800	0.3674166804
801	0.367296022
802	0.3672328918
803	0.3671763295
804	0.3670470941
805	0.3670260378
806	0.3669671961
807	0.3668592487
808	0.3667114297
809	0.3666402246
810	0.3665816919
811	0.3664579814
812	0.3664199641
813	0.366279254
814	0.3662000514
815	0.3660360441
816	0.3659141493
817	0.3656944298
818	0.3656268951
819	0.3655597854
820	0.3654745943
821	0.3653843806
822	0.3653385976
823	0.3653202845
824	0.3652931238
825	0.3651892331
826	0.3650540092
827	0.3649589661
828	0.3647863817
829	0.3647451964
830	0.3646950476
831	0.3646799412
832	0.364640958
833	0.3646088134
834	0.3645502421
835	0.3645441377
836	0.3644817415
837	0.3644040457
838	0.3643421518
839	0.3642371407
840	0.3642077392
841	0.3640316004
842	0.3639623271
843	0.3639267439
844	0.3638092536
845	0.3637284283
846	0.3636304103
847	0.3635688641
848	0.3633630146
849	0.3632572695
850	0.363156547
851	0.3631177957
852	0.363048986
853	0.3630105051
854	0.3629153847
855	0.3628480046
856	0.3628295755
857	0.3627656725
858	0.3626532435
859	0.3625767067
860	0.362520724
861	0.3625115674
862	0.3624122744
863	0.362371205
864	0.3621955684
865	0.3621399721
866	0.3621220452
867	0.3620581809
868	0.3619889849
869	0.3619676581
870	0.3618590154
871	0.3617999418
872	0.3616826061
873	0.3615581614
874	0.361491554
875	0.3614516822
876	0.3613902906
877	0.3613201287
878	0.3612075451
879	0.3611065135
880	0.361067994
881	0.3610362743
882	0.3609448629
883	0.3609068457
884	0.3608643854
885	0.3607723945
886	0.3607409066
887	0.3606229913
888	0.3605773629
889	0.3604913219
890	0.3604127374
891	0.3603786996
892	0.3602894132
893	0.3602566118
894	0.3602353623
895	0.3602104424
896	0.3601911247
897	0.3601184902
898	0.3600833319
899	0.3600489464
900	0.3600309037
901	0.3599131043
902	0.3598606761
903	0.3598437924
904	0.3598155113
905	0.3597178796
906	0.3596427337
907	0.3595306524
908	0.3595023713
909	0.3594966146
910	0.3593860014
911	0.3593210553
912	0.3592695543
913	0.3592155034
914	0.3591947948
915	0.3591531072
916	0.3590968154
917	0.3590484439
918	0.3590306329
919	0.3589426987
920	0.358852176
921	0.3588134247
922	0.3587229019
923	0.3586940799
924	0.3586557536
925	0.3586171181
926	0.3584653583
927	0.3584032712
928	0.358321055
929	0.3583054463
930	0.3582822264
931	0.3582083555
932	0.3580890494
933	0.3579933495
934	0.3578530643
935	0.3577172222
936	0.3576446262
937	0.3576181996
938	0.3575747348
939	0.3575119909
940	0.3574777213
941	0.3573977846
942	0.357375492
943	0.3572846988
944	0.3572322319
945	0.3571011033
946	0.3570616179
947	0.3569798654
948	0.3568483505
949	0.3566934997
950	0.3566047542
951	0.3564514103
952	0.3564239791
953	0.3563095024
954	0.3562795213
955	0.3562112912
956	0.3561667446
957	0.3561280705
958	0.3560696151
959	0.3560003805
960	0.3558170555
961	0.3557720066
962	0.355748439
963	0.3556556754
964	0.3555269035
965	0.3554461555
966	0.3553846866
967	0.3552907253
968	0.3551650829
969	0.3550560924
970	0.3549651447
971	0.3548622586
972	0.3548460703
973	0.3548378024
974	0.3547986261
975	0.3546638658
976	0.3545537548
977	0.3544868769
978	0.3544681001
979	0.354355362
980	0.3542795207
981	0.3542415035
982	0.3541735438
983	0.354115127
984	0.354052499
985	0.3540056343
986	0.3539147252
987	0.3538553425
988	0.3537968872
989	0.3537888896
990	0.3537510656
991	0.3537398613
992	0.3536096213
993	0.3535911536
994	0.3535656929
995	0.353480695
996	0.3534308167
997	0.3534177965
998	0.3533595343
999	0.3533348077
1000	0.3532989154
1001	0.353098359
1002	0.3530754095
1003	0.3530164132
1004	0.3529812164
1005	0.3529494967
1006	0.3528871392
1007	0.3528250907
1008	0.3527919029
1009	0.3526984052
1010	0.3526217525
1011	0.3526122869
1012	0.3525715265
1013	0.3524539203
1014	0.3524427933
1015	0.3524232438
1016	0.352388356
1017	0.352329012
1018	0.3522746907
1019	0.352243821
1020	0.3521175604
1021	0.3520438441
1022	0.3519768889
1023	0.3518712983
1024	0.351792598
1025	0.3517074842
1026	0.3516161887
1027	0.3515945143
1028	0.3515748488
1029	0.351559356
1030	0.3515445587
1031	0.3515115254
1032	0.3514141642
1033	0.351391292
1034	0.3513180779
1035	0.3512800607
1036	0.3511908129
1037	0.3511081717
1038	0.3509990267
1039	0.3509188969
1040	0.3508047679
1041	0.3507480511
1042	0.3507318628
1043	0.3507177223
1044	0.3505924663
1045	0.3505333927
1046	0.3504211955
1047	0.3503663332
1048	0.3503188117
1049	0.3502941623
1050	0.3502423522
1051	0.3502302593
1052	0.3501866786
1053	0.3501119963
1054	0.3500394004
1055	0.3499800564
1056	0.3499095854
1057	0.3498714909
1058	0.349789352
1059	0.3497783409
1060	0.3496282037
1061	0.3496260401
1062	0.3495387241
1063	0.3495266312
1064	0.3494757098
1065	0.3494585556
1066	0.3494122318
1067	0.3493570604
1068	0.3492381406
1069	0.3490730515
1070	0.3489792061
1071	0.3489693927
1072	0.3489102419
1073	0.3488296484
1074	0.348789004
1075	0.3486809408
1076	0.3485874431
1077	0.3485115631
1078	0.3484756322
1079	0.3484092952
1080	0.3483138657
1081	0.3482275929
1082	0.3481935551
1083	0.3481567355
1084	0.3480265342
1085	0.3479333842
1086	0.3478984964
1087	0.3478619087
1088	0.3477700337
1089	0.347726337
1090	0.3477036967
1091	0.3476657567
1092	0.3475145377
1093	0.3474550392
1094	0.3474276853
1095	0.3473828683
1096	0.3473121268
1097	0.3472791322
1098	0.3472075021
1099	0.3470995934
1100	0.347008607
1101	0.3469367838
1102	0.3468615607
1103	0.3468579676
1104	0.3467435295
1105	0.3466784675
1106	0.3466529681
1107	0.3465788267
1108	0.346537371
1109	0.3465012855
1110	0.3464731975
1111	0.3464532617
1112	0.3464485095
1113	0.3464246715
1114	0.3463491779
1115	0.3463069107
1116	0.3462122153
1117	0.3462008952
1118	0.3461819252
1119	0.3461485442
1120	0.3461364127
1121	0.3460409059
1122	0.3458961777
1123	0.3458785213
1124	0.3457781851
1125	0.3456501474
1126	0.3455790969
1127	0.3454658951
1128	0.3453484821
1129	0.345262132
1130	0.3452107469
1131	0.3451811135
1132	0.3451738501
1133	0.3451066245
1134	0.3450356126
1135	0.34493829
1136	0.3448602078
1137	0.3448254359
1138	0.3447060912
1139	0.3446598832
1140	0.3446091549
1141	0.3445543699
1142	0.3445257024
1143	0.3445148845
1144	0.3444449931
1145	0.3443778447
1146	0.3443034716
1147	0.3442941991
1148	0.3442302188
1149	0.3442161555
1150	0.3441906175
1151	0.3441382665
1152	0.344096463
1153	0.3440488256
1154	0.3440411371
1155	0.3439516962
1156	0.3438324286
1157	0.3437543465
1158	0.3436856527
1159	0.3436566762
1160	0.3435966754
1161	0.3434973824
1162	0.3434829714
1163	0.3434318181
1164	0.343403537
1165	0.34339241
1166	0.3432924602
1167	0.343210244
1168	0.3431962966
1169	0.3431369526
1170	0.3430492116
1171	0.3430085672
1172	0.3429673818
1173	0.3429001948
1174	0.3428682047
1175	0.342755853
1176	0.3426990975
1177	0.3426744095
1178	0.3426018136
1179	0.3425021729
1180	0.3424056616
1181	0.3422859305
1182	0.3422562198
1183	0.3421578154
1184	0.342146418
1185	0.3420899717
1186	0.3420419479
1187	0.3420203893
1188	0.3419691974
1189	0.3418923515
1190	0.3418281395
1191	0.3417890405
1192	0.34167835
1193	0.3416202424
1194	0.3415310718
1195	0.341450942
1196	0.341400291
1197	0.3413509149
1198	0.3412579581
1199	0.341248222
1200	0.3412019754
1201	0.3411758192
1202	0.3410830943
1203	0.3410429907
1204	0.3408417389
1205	0.340769452
1206	0.3407517183
1207	0.3407264894
1208	0.3406584525
1209	0.3405900678
1210	0.3404877226
1211	0.3404412442
1212	0.3403887387
1213	0.3402988341
1214	0.3402717507
1215	0.3402635986
1216	0.340250733
1217	0.3401935912
1218	0.3401070865
1219	0.3400999776
1220	0.3400004528
1221	0.3399630924
1222	0.3399457451
1223	0.3399049074
1224	0.3397860263
1225	0.3397327094
1226	0.3397109577
1227	0.3397041192
1228	0.3396774994
1229	0.3396098102
1230	0.3394862541
1231	0.339460832
1232	0.3393984745
1233	0.3393227105
1234	0.3392760002
1235	0.3392326899
1236	0.3391468421
1237	0.3391174019
1238	0.3390206975
1239	0.3389884369
1240	0.3389615853
1241	0.338909582
1242	0.3388916165
1243	0.3388620218
1244	0.3388551834
1245	0.3387386976
1246	0.3387276479
1247	0.3386176142
1248	0.338569629
1249	0.3384904651
1250	0.3384459957
1251	0.3384314302
1252	0.338418101
1253	0.3383927561
1254	0.3383236374
1255	0.3383037402
1256	0.3382761545
1257	0.3382439712
1258	0.3381570801
1259	0.3381174788
1260	0.3380540009
1261	0.3380382763
1262	0.3380284629
1263	0.3379914888
1264	0.337887405
1265	0.3378267474
1266	0.3377877256
1267	0.3377562764
1268	0.337734911
1269	0.3377103389
1270	0.3375702855
1271	0.3375513542
1272	0.3375098984
1273	0.3374264845
1274	0.3374148166
1275	0.3373915195
1276	0.3373549704
1277	0.3373001468
1278	0.3372423095
1279	0.3371299191
1280	0.3370916314
1281	0.3370801181
1282	0.3370657071
1283	0.3370343738
1284	0.336994077
1285	0.3369428851
1286	0.33692944
1287	0.3368196768
1288	0.3367629214
1289	0.3366801257
1290	0.3366289724
1291	0.3366187727
1292	0.3365303362
1293	0.3365138775
1294	0.3364735422
1295	0.3364459178
1296	0.3363998644
1297	0.336389317
1298	0.3362912217
1299	0.3362893672
1300	0.336264061
1301	0.3362319163
1302	0.3362041375
1303	0.3361173623
1304	0.3361008264
1305	0.3360573615
1306	0.335987161
1307	0.3359024335
1308	0.3358908815
1309	0.3358626777
1310	0.3358008224
1311	0.3357468874
1312	0.3357101065
1313	0.335705702
1314	0.3356985545
1315	0.3356753346
1316	0.3355465628
1317	0.3354600195
1318	0.3354314293
1319	0.3354186023
1320	0.3353974301
1321	0.3353712353
1322	0.3353486722
1323	0.3352984075
1324	0.3352146846
1325	0.3351378774
1326	0.335078263
1327	0.3349652544
1328	0.3349549387
1329	0.3349403732
1330	0.3348296828
1331	0.3348243897
1332	0.3347931723
1333	0.3347582845
1334	0.3347419417
1335	0.3347266421
1336	0.3346204334
1337	0.3345925772
1338	0.3345784753
1339	0.3345092793
1340	0.3344500512
1341	0.3343817824
1342	0.3342880916
1343	0.3342500357
1344	0.3342085799
1345	0.3341787147
1346	0.3341385339
1347	0.3340676766
1348	0.3339883967
1349	0.3339591111
1350	0.3338872106
1351	0.3338576158
1352	0.333844248
1353	0.3337847495
1354	0.3337589796
1355	0.3337527593
1356	0.3337363007
1357	0.3336649797
1358	0.3336496414
1359	0.3336216694
1360	0.3336017722
1361	0.3335628663
1362	0.3335610891
1363	0.3335029814
1364	0.333457353
1365	0.3334251697
1366	0.3334030702
1367	0.3333280403
1368	0.3332823732
1369	0.3332524694
1370	0.3332100864
1371	0.3331501629
1372	0.333106273
1373	0.3330407087
1374	0.3330241341
1375	0.3329540882
1376	0.3328819945
1377	0.3328420068
1378	0.3327986965
1379	0.3327278006
1380	0.3327091783
1381	0.3326594932
1382	0.3326335302
1383	0.3325754998
1384	0.332501822
1385	0.3324030699
1386	0.3323879249
1387	0.3323796955
1388	0.3323341057
1389	0.3322897523
1390	0.3322850774
1391	0.3322564486
1392	0.3321901888
1393	0.3321268268
1394	0.3320440697
1395	0.3319941141
1396	0.3319271976
1397	0.331837293
1398	0.3317345228
1399	0.3316932216
1400	0.3316157189
1401	0.3315912241
1402	0.3315090852
1403	0.3314869085
1404	0.3314272554
1405	0.3313405189
1406	0.33129462
1407	0.3312580323
1408	0.3312440076
1409	0.3312204787
1410	0.3311905749
1411	0.3311380307
1412	0.3310963431
1413	0.3310926341
1414	0.3310506374
1415	0.3310133543
1416	0.3309672236
1417	0.3309449696
1418	0.3309354653
1419	0.3308947435
1420	0.3308724123
1421	0.3308226499
1422	0.3307701443
1423	0.3307072073
1424	0.3306585266
1425	0.3306400203
1426	0.3306265752
1427	0.3305845012
1428	0.3305047577
1429	0.3304474614
1430	0.3303256053
1431	0.3302873949
1432	0.3302564479
1433	0.3302113218
1434	0.330164457
1435	0.3301107924
1436	0.3300661685
1437	0.3300172561
1438	0.3299715118
1439	0.329954744
1440	0.3299443125
1441	0.3299239516
1442	0.3298629077
1443	0.3298428172
1444	0.329815502
1445	0.3297592102
1446	0.3296974708
1447	0.3296392086
1448	0.329595087
1449	0.3295605083
1450	0.3295315317
1451	0.3293867262
1452	0.3293481681
1453	0.3292746449
1454	0.3292016626
1455	0.3291125694
1456	0.3290346804
1457	0.3289563278
1458	0.3288829591
1459	0.3288639119
1460	0.3288498486
1461	0.328790041
1462	0.3286728598
1463	0.3285809461
1464	0.3285148796
1465	0.3284882598
1466	0.3284162434
1467	0.3283478973
1468	0.3283069438
1469	0.3282700856
1470	0.3282490293
1471	0.3282105485
1472	0.3281743084
1473	0.3281253574
1474	0.3280962263
1475	0.3280762131
1476	0.3280591363
1477	0.3280494388
1478	0.328009683
1479	0.3279762633
1480	0.3279214783
1481	0.3278521664
1482	0.3278416576
1483	0.3277869498
1484	0.3277246309
1485	0.3276600711
1486	0.3276184222
1487	0.3276094974
1488	0.3275617827
1489	0.3275454785
1490	0.3274540671
1491	0.3274253224
1492	0.3273628489
1493	0.3273243681
1494	0.327303389
1495	0.3272529698
1496	0.327206221
