iter	TotalF1:average=Macro	MultiClass
124	0.5706860155	1.039373873
125	0.5712736136	1.038426966
126	0.5713871852	1.037772978
127	0.5717115053	1.037132434
128	0.5718520864	1.036663246
129	0.5719624347	1.036088815
130	0.5723474515	1.035606274
131	0.5725820157	1.035114925
132	0.5729371668	1.034401221
133	0.5729341899	1.033729615
134	0.573296386	1.033219628
135	0.5734599643	1.032780761
136	0.5742000929	1.031600929
137	0.5745051435	1.031046434
138	0.5750651443	1.030320027
139	0.5753714362	1.029609476
140	0.5756723757	1.029109874
141	0.5762645079	1.028202561
142	0.5764163788	1.027496646
143	0.5764737805	1.026745018
144	0.5770902919	1.025917263
145	0.577309553	1.024981761
146	0.5780696918	1.024060168
147	0.578203454	1.023433719
148	0.5786717842	1.022468823
149	0.5789131393	1.021755954
150	0.5790185002	1.021290475
151	0.579279357	1.020761757
152	0.5794877541	1.020296742
153	0.5800525436	1.019637282
154	0.5802794931	1.01902298
155	0.5804893953	1.018738778
156	0.5807416186	1.018207371
157	0.5812628645	1.016881962
158	0.581649749	1.016128201
159	0.5824103369	1.014923982
160	0.5829391145	1.014027889
161	0.5834203846	1.013300369
162	0.584021386	1.011988961
163	0.584364375	1.011282304
164	0.5848819603	1.010807831
165	0.5850928031	1.010067886
166	0.5855980445	1.009432442
167	0.5858581818	1.008483773
168	0.5863935036	1.007584898
169	0.5865919185	1.006920895
170	0.5865793019	1.006446792
171	0.5868774584	1.005813759
172	0.5871321941	1.005505171
173	0.5872034278	1.00520261
174	0.5874714919	1.004166501
175	0.5876251979	1.003731343
176	0.5877695834	1.003264195
177	0.5881337824	1.002590363
178	0.5883802997	1.001859876
179	0.588649958	1.001343028
180	0.5888648671	1.000532334
181	0.5889954806	1.000006862
182	0.589824965	0.9989274509
183	0.5901218426	0.9984038333
184	0.5904149898	0.9975762635
185	0.5910047628	0.9964584646
186	0.591271028	0.9961107462
187	0.5916848549	0.9954472994
188	0.5918776389	0.994881492
189	0.5924088019	0.9943872682
190	0.5925849606	0.9937164034
191	0.5929082867	0.9928683414
192	0.5930817518	0.9919288525
193	0.5933623115	0.9914123748
194	0.5936487853	0.9910755052
195	0.5941746779	0.9906679792
196	0.594521193	0.9898682268
197	0.5946345271	0.9891677828
198	0.5950143601	0.9881735862
199	0.5952761904	0.9877756109
200	0.5955487574	0.9872887124
201	0.5960990417	0.9864637388
202	0.5965610183	0.9860391514
203	0.596882703	0.9854859546
204	0.5972822102	0.9847836561
205	0.5975119648	0.9843578633
206	0.5979780744	0.9837358646
207	0.5981885303	0.9830831739
208	0.5982714113	0.9827669819
209	0.5985473285	0.9822284356
210	0.5988137954	0.9814765293
211	0.5992394639	0.9809636678
212	0.5995025349	0.9804263269
213	0.5997597291	0.9800421676
214	0.6000475011	0.9796065459
215	0.6002002732	0.9789419865
216	0.6007723115	0.9784772492
217	0.6009029813	0.9779094945
218	0.6010562522	0.9772820251
219	0.6013602641	0.9769148344
220	0.6016949584	0.9763799044
221	0.6018058857	0.9760194826
222	0.6020997152	0.9754414355
223	0.6022081418	0.9750043303
224	0.6024812525	0.9746025532
225	0.6028927476	0.9740249697
226	0.6030369567	0.9736933854
227	0.6032355154	0.9732498821
228	0.6034982678	0.9728719354
229	0.6036441977	0.972413318
230	0.6040626511	0.9717047142
231	0.6042773038	0.9713676591
232	0.6045446409	0.9708013881
233	0.6048508514	0.9703441615
234	0.6049932791	0.9699436826
235	0.6055383425	0.9694077326
236	0.6056938564	0.9686998706
237	0.6058091438	0.9683941566
238	0.6059982441	0.9680263168
239	0.6060903208	0.9677397041
240	0.6062649847	0.9674549459
241	0.6064835094	0.9672024559
242	0.6066766355	0.9668834822
243	0.6068204576	0.966350314
244	0.6070222235	0.9658275309
245	0.6070937084	0.9652781358
246	0.6072004768	0.9648689408
247	0.6074347337	0.9642463857
248	0.6078018758	0.9637276825
249	0.6079438836	0.9633622536
250	0.6080764214	0.9629327518
251	0.6084724492	0.9623992127
252	0.6087409814	0.9620945186
253	0.6090455398	0.9615332547
254	0.6091805253	0.9611010639
255	0.6093760416	0.9608924328
256	0.6096197307	0.9604569039
257	0.6096534293	0.9600605976
258	0.6097360086	0.9594586274
259	0.6100526726	0.95903608
260	0.6101677996	0.9588079767
261	0.6101709048	0.9582674832
262	0.6106271274	0.9577554562
263	0.6109598294	0.957018664
264	0.611069296	0.956842394
265	0.611331493	0.9563024568
266	0.6114585955	0.9554588455
267	0.6115648616	0.9551928178
268	0.6116442753	0.9549888229
269	0.6117605467	0.954769714
270	0.6119718109	0.9544537075
271	0.6122815254	0.9539931428
272	0.6126403728	0.9534929846
273	0.6128025489	0.952880722
274	0.6129855567	0.9526125616
275	0.6130723538	0.9523514482
276	0.6131085926	0.9520510195
277	0.6132884227	0.9515473377
278	0.6134416922	0.951290397
279	0.6135263543	0.9507037265
280	0.6137242802	0.9503302305
281	0.6136769933	0.9499259499
282	0.6137894897	0.9495805496
283	0.6139025607	0.9491224885
284	0.6141059973	0.9489245208
285	0.6141825149	0.9487703193
286	0.6143150583	0.9484230645
287	0.6147973025	0.9477672211
288	0.6149946597	0.9472474053
289	0.614989887	0.9470967273
290	0.6151235015	0.9469005214
291	0.6154484997	0.9463543716
292	0.6156303991	0.9459257043
293	0.6157446414	0.9456777579
294	0.6158370312	0.9451682345
295	0.6160796894	0.9448575133
296	0.6161879419	0.9444333896
297	0.6164671674	0.9440236382
298	0.6166356192	0.9437748572
299	0.6167508069	0.9435878311
300	0.6168907399	0.9432150769
301	0.6170135798	0.9428492771
302	0.6173374682	0.9423142544
303	0.6173929942	0.941774039
304	0.617830181	0.9410289943
305	0.6182193	0.9404802483
306	0.6181795925	0.9402701336
307	0.6183575351	0.939987879
308	0.6186282156	0.9397587557
309	0.6188281743	0.9393265649
310	0.6188192026	0.9391789468
311	0.6190469566	0.9389745811
312	0.6192363495	0.9386652508
313	0.6194656509	0.9379578524
314	0.6196835558	0.9376113394
315	0.6198397918	0.9373791563
316	0.6199219639	0.9372156822
317	0.6200824913	0.93676541
318	0.6202407072	0.936406101
319	0.6203366932	0.9362269565
320	0.6204397204	0.936058568
321	0.6207769026	0.9357008353
322	0.6208872527	0.9348507333
323	0.6211206972	0.9343627221
324	0.6212949907	0.9340206599
325	0.6213107689	0.9337564866
326	0.6214655244	0.9333896668
327	0.6216892558	0.9331955008
328	0.6218626318	0.9326683597
329	0.6221090129	0.9324069682
330	0.622210774	0.9321548491
331	0.6222971586	0.9319222023
332	0.6224510139	0.9317951692
333	0.6226195474	0.9315800474
334	0.6228666028	0.9312131349
335	0.622862302	0.9310592115
336	0.6230625314	0.9307261436
337	0.6233313522	0.9302039169
338	0.6236066015	0.9298115978
339	0.6238597127	0.9294077808
340	0.6240161822	0.9291132865
341	0.6240392094	0.9288396553
342	0.6241665302	0.9286214735
343	0.6242416225	0.9282036551
344	0.6244123378	0.9278687327
345	0.6244926372	0.9276901445
346	0.6246510481	0.927382576
347	0.6248626131	0.9269492724
348	0.6250692524	0.9261669523
349	0.6252162381	0.9256515872
350	0.6253371416	0.9254037336
351	0.6255219837	0.9250969995
352	0.625644529	0.9245820054
353	0.6259785975	0.9239276456
354	0.6261884149	0.9234897059
355	0.6263085217	0.923262808
356	0.6264635602	0.9229952966
357	0.6265243509	0.9227977926
358	0.6265630974	0.9224062152
359	0.6267521736	0.9222002732
360	0.6268819299	0.9219889531
361	0.6269683245	0.9216170335
362	0.6269811538	0.9214798006
363	0.6270942284	0.9210263758
364	0.6271899264	0.9208718034
365	0.6274813096	0.9203004324
366	0.6275252746	0.9199567012
367	0.6276770086	0.9195227486
368	0.6278425651	0.9193656726
369	0.628221086	0.919035201
370	0.6281298985	0.9187823401
371	0.6283778328	0.9184597502
372	0.6285617438	0.918170263
373	0.6287411629	0.9180052126
374	0.6288277367	0.9175720945
375	0.6288665599	0.9174099187
376	0.6290004401	0.9170804671
377	0.6290420909	0.916909575
378	0.6293110047	0.9164655154
379	0.6293072124	0.916340615
380	0.6294672175	0.9161174261
381	0.6294732971	0.9158776395
382	0.6297337956	0.9156127244
383	0.6299015213	0.9153381659
384	0.6301555737	0.9149148767
385	0.6303888594	0.9145796761
386	0.6304336378	0.9144149039
387	0.6305098849	0.9142986269
388	0.6307347662	0.9139699171
389	0.630841126	0.9135871486
390	0.6308139087	0.9133613635
391	0.6310159951	0.9130048362
392	0.6312104546	0.9127585588
393	0.6314843665	0.912445334
394	0.6316520858	0.9122480154
395	0.6317036811	0.9121020664
396	0.6319015442	0.9117692767
397	0.6321155471	0.9113648106
398	0.632242071	0.9111248385
399	0.6324769701	0.9108268206
400	0.6325627218	0.9106149442
401	0.6327044077	0.9103812774
402	0.6329006067	0.9100287373
403	0.6329266284	0.9098894645
404	0.6331050551	0.9092817454
405	0.6332045402	0.9090225793
406	0.6333213074	0.9086119006
407	0.6334895172	0.908451672
408	0.633782859	0.9082408155
409	0.6339201235	0.9080750234
410	0.6338753038	0.907796385
411	0.6340321058	0.9075584529
412	0.6341991939	0.9072439299
413	0.6341589581	0.9070710907
414	0.634326694	0.9069457266
415	0.6344834363	0.9066743208
416	0.6345035156	0.9064935072
417	0.6346488123	0.9061332709
418	0.6349657891	0.9057952886
419	0.6351165	0.9056085406
420	0.635349098	0.9051624411
421	0.6355013709	0.9049742095
422	0.6355738018	0.904830115
423	0.6358222818	0.9043736302
424	0.6359427372	0.9040613327
425	0.6359846648	0.903863365
426	0.6361912032	0.9036225584
427	0.6362885478	0.9033416019
428	0.636430528	0.9031520722
429	0.6364925069	0.9029534554
430	0.6365959029	0.9027838616
431	0.6367679193	0.9026317
432	0.636892002	0.9024362359
433	0.6370477651	0.9020424331
434	0.6372611499	0.9017150215
435	0.6374716491	0.9014381449
436	0.6377047346	0.9011440214
437	0.6376725444	0.9009617243
438	0.6377688784	0.9006548975
439	0.637872948	0.9003845117
440	0.6379575271	0.900130909
441	0.6381569429	0.8997235685
442	0.638286458	0.8994041312
443	0.6384863591	0.8990400004
444	0.6385028201	0.8988131953
445	0.6386867904	0.8986560265
446	0.6387185503	0.8984532372
447	0.638788055	0.8981463177
448	0.6389522541	0.8979868308
449	0.6393765349	0.897496316
450	0.6393494867	0.8971981127
451	0.6396530816	0.8968922132
452	0.6396757964	0.8967504368
453	0.6398797897	0.8964697585
454	0.6400823482	0.8961027533
455	0.6401604155	0.8959204561
456	0.6402909839	0.8957134941
457	0.6404683039	0.8954051838
458	0.6405076043	0.8951444413
459	0.6406013603	0.8949698403
460	0.6405627436	0.8946529993
461	0.6406033655	0.8944938833
462	0.6408211061	0.8942300809
463	0.6407749687	0.8940353586
464	0.6408196497	0.8938882042
465	0.6409772818	0.8935954716
466	0.6412874376	0.8931395432
467	0.6413959454	0.8927637291
468	0.6415063046	0.8926014605
469	0.6418044131	0.8921255963
470	0.6420127585	0.8919487699
471	0.6420158364	0.8918184914
472	0.6421743983	0.8915041539
473	0.642216653	0.8913465215
474	0.6423931458	0.8911458648
475	0.6426158991	0.890952997
476	0.6426336649	0.8906770477
477	0.6427029079	0.8905259988
478	0.6428575677	0.8902496785
479	0.6431254412	0.8896490065
480	0.643677865	0.889229519
481	0.6437737755	0.8891266871
482	0.6437982884	0.8890618724
483	0.6438318351	0.8888954311
484	0.6437835978	0.8887829558
485	0.6440432554	0.8885268496
486	0.6440611389	0.8883081115
487	0.6441630254	0.8881642025
488	0.6442824402	0.887909209
489	0.6444556075	0.8876669188
490	0.6445254385	0.8874252776
491	0.6446829082	0.887100555
492	0.6449167362	0.8868386071
493	0.6449796073	0.8865088773
494	0.6451380934	0.8863745189
495	0.6452209208	0.8862090976
496	0.6452310281	0.8860484054
497	0.6453085739	0.8857383333
498	0.6453973419	0.8855632686
499	0.6454828871	0.8853175476
500	0.6456671921	0.8851661278
501	0.6457476162	0.8849001
502	0.6458551948	0.8847622181
503	0.6461118343	0.8844644784
504	0.6462239244	0.8842362824
505	0.6461658757	0.884139663
506	0.6462874771	0.8840040065
507	0.6463244729	0.8836793765
508	0.6464130264	0.8834012018
509	0.6466309824	0.8832788049
510	0.6467090512	0.8831596534
511	0.6467449636	0.8829583476
512	0.6467815806	0.8827897737
513	0.6469996158	0.8825118771
514	0.6472021167	0.8822491875
515	0.6472480109	0.8820775536
516	0.6474059014	0.8819010981
517	0.6475074467	0.8816327522
518	0.6476602943	0.8814346918
519	0.6477322778	0.8811137709
520	0.6478621412	0.8809311955
521	0.648101937	0.8805947895
522	0.6482518976	0.8802703451
523	0.6483142209	0.8801061292
524	0.6485114615	0.8799861432
525	0.6485704676	0.8798814568
526	0.6486869207	0.8795445871
527	0.6486652321	0.8793087877
528	0.6488856912	0.8789767398
529	0.6489813645	0.8786879017
530	0.6491157691	0.8783234
531	0.6492505044	0.8780521796
532	0.6494103355	0.877914205
533	0.6495233981	0.8776840617
534	0.6496954718	0.8774762652
535	0.6497699297	0.8773103803
536	0.6498288454	0.8769483823
537	0.6499787735	0.8766136453
538	0.6500695522	0.876355221
539	0.6502286411	0.8760851133
540	0.6505181956	0.8758029514
541	0.6507806449	0.8755633502
542	0.6508033283	0.8753784567
543	0.6508461304	0.8750491906
544	0.6510001268	0.8746184833
545	0.6510944609	0.8744383188
546	0.6511497762	0.8742366421
547	0.651148979	0.8741008929
