iter	TotalF1:average=Macro	MultiClass
883	0.6969544283	0.7702270128
884	0.6969169395	0.7701053578
885	0.6970003193	0.7700355823
886	0.6970247901	0.7698819371
887	0.6970902134	0.7697896294
888	0.6971530237	0.7697028389
889	0.6972881583	0.7694516007
890	0.6972531431	0.7693518751
891	0.6972441607	0.769274218
892	0.6974747313	0.7689959042
893	0.6974654766	0.7688871842
894	0.6976897377	0.7687876904
895	0.6976624367	0.7687275119
896	0.6977436092	0.7686520338
897	0.6978912631	0.7685489701
898	0.6978920611	0.7684474826
899	0.6980157489	0.7683688056
900	0.6981568003	0.768026697
901	0.6982746209	0.7677686899
902	0.6983195386	0.7676692888
903	0.6984018689	0.7676020169
904	0.6983410937	0.7675213926
905	0.6985897121	0.7671593018
906	0.698656418	0.7671164165
907	0.6987112602	0.7669721365
908	0.6987566173	0.76687255
909	0.6988114591	0.7667611874
910	0.6987635542	0.7666735159
911	0.6988713635	0.7665694786
912	0.6990514489	0.7664489362
913	0.6990674473	0.7662537503
914	0.699123079	0.7661468848
915	0.6992775298	0.7659205896
