iter	Logloss
683	0.2321656907
684	0.2320581876
685	0.2319557844
686	0.2318574669
687	0.231749225
688	0.23164843
689	0.2315423902
690	0.2314473905
691	0.2313634599
692	0.2312723866
693	0.2311770247
694	0.2310725207
695	0.2309693062
696	0.2308898959
697	0.230784624
698	0.2306818296
699	0.2305879166
700	0.2304841805
701	0.2303781842
702	0.2302760853
703	0.2301634244
704	0.2300540233
705	0.2299591106
706	0.2298569972
707	0.2297670829
708	0.229679139
709	0.2295921658
710	0.2294928486
711	0.2294026736
712	0.2293154106
713	0.2292194547
714	0.2291191089
715	0.2290215448
716	0.2289503638
717	0.2288636949
718	0.2287561919
719	0.2286604243
720	0.2285803331
721	0.2284974456
722	0.2284320455
723	0.2283280341
724	0.2282339906
725	0.2281393387
726	0.2280457009
727	0.2279746359
728	0.2279033101
729	0.2278197561
730	0.2277427219
731	0.2276414633
732	0.2275671674
733	0.2274831353
734	0.2273969735
735	0.22731171
736	0.2272221869
737	0.2271276363
738	0.2270521379
739	0.2269792908
740	0.2268947372
741	0.2268257729
742	0.2267546355
743	0.2266426121
744	0.2265619992
745	0.2264886306
746	0.2264066124
747	0.226309454
748	0.2262394031
749	0.2261633251
750	0.2260729617
751	0.2259836849
752	0.2259022028
753	0.2258155049
754	0.2257335882
755	0.2256550762
756	0.225576767
757	0.2254978348
758	0.22541473
759	0.2253377103
760	0.2252464631
761	0.2251765426
762	0.2250960457
763	0.2250140565
764	0.2249315168
765	0.2248477021
766	0.2247640612
767	0.2246804783
768	0.2245912015
769	0.2244997225
770	0.2244201238
771	0.224342684
772	0.2242524364
773	0.2241443683
774	0.2240677977
775	0.2239881701
776	0.2239072676
777	0.2238293496
778	0.2237543872
779	0.2236917109
780	0.2236058243
781	0.2235312531
782	0.2234690115
783	0.223383067
784	0.2233136101
785	0.2232280713
786	0.2231447637
787	0.2230608475
788	0.222984842
789	0.2229113429
790	0.2228380033
791	0.2227834838
792	0.2227045517
793	0.2226352832
794	0.2225461078
795	0.2224699284
796	0.2223749577
797	0.2222910561
798	0.2222050101
799	0.2221258751
800	0.2220586205
801	0.221989352
802	0.2219126221
803	0.2218478595
804	0.2217772001
805	0.2216917917
806	0.2216118308
807	0.2215437359
808	0.221460776
809	0.221363632
810	0.2212893071
811	0.221225747
812	0.2211561164
813	0.2210817915
814	0.2209951081
815	0.2209226956
816	0.2208650612
817	0.2208004145
818	0.2207343624
819	0.2206519241
820	0.2205849013
821	0.220496856
822	0.2204298911
823	0.2203670699
824	0.2203045965
825	0.2202394861
826	0.2201693483
827	0.2200996307
828	0.2200175836
829	0.2199517198
830	0.2198742799
831	0.2198102272
832	0.2197345405
833	0.2196668657
834	0.2195886724
835	0.2195250688
836	0.2194474406
837	0.219385793
838	0.2193170461
839	0.2192473429
840	0.2191806389
841	0.2191080526
842	0.2190553587
843	0.2189961306
844	0.2189261377
845	0.2188525082
846	0.2187807043
847	0.2187145218
848	0.2186505271
849	0.2185907484
850	0.2185223202
851	0.218452168
852	0.2183826822
853	0.2183209621
854	0.2182541276
855	0.2181945663
856	0.218128717
857	0.2180716767
858	0.2180090004
859	0.2179500765
860	0.2178987445
861	0.2178309828
862	0.2177579039
863	0.2177092812
864	0.2176425772
865	0.2175788432
866	0.2175259755
867	0.217456678
868	0.2174024049
869	0.2173221978
870	0.2172461343
871	0.2171835739
872	0.2171199703
873	0.2170497456
874	0.2169893874
875	0.21692377
876	0.2168367243
877	0.2167744972
878	0.216702925
879	0.2166420453
880	0.216580557
881	0.2165011612
882	0.2164340949
883	0.2163695062
884	0.2162997016
885	0.2162395752
886	0.2161675395
887	0.2160993721
888	0.2160348558
889	0.2159642254
890	0.2159111693
891	0.2158507966
892	0.215783629
893	0.2157160266
894	0.2156517276
895	0.2155910072
896	0.2155428627
897	0.2154659154
898	0.2153857952
899	0.2153200473
900	0.2152665856
901	0.2151864074
902	0.2151063741
903	0.2150456248
904	0.2149862228
905	0.2149283421
906	0.214871635
907	0.2148074084
908	0.2147511214
909	0.2146952401
910	0.2146361714
911	0.2145816665
912	0.2145271181
913	0.2144315244
914	0.2143947676
915	0.2143385096
916	0.2142783542
917	0.2142165038
918	0.2141554501
919	0.2140884273
920	0.214012784
921	0.2139512812
922	0.2138868808
923	0.2138067027
924	0.2137556894
925	0.213711616
926	0.2136521996
927	0.2135877847
928	0.2135266007
929	0.2134797166
930	0.213419257
931	0.2133558997
932	0.2132958313
933	0.2132427462
934	0.213182446
935	0.2131238119
936	0.2130664673
937	0.2130194962
938	0.2129555595
939	0.2129019093
940	0.2128567204
941	0.2127925518
942	0.2127467688
943	0.2126905832
944	0.2126243428
945	0.2125635065
946	0.212497295
947	0.2124537433
948	0.2124049467
949	0.2123447189
950	0.2122872729
951	0.212241345
952	0.2121756986
953	0.2121161952
954	0.2120510414
955	0.2119875393
956	0.2119511592
957	0.21190258
958	0.2118495239
959	0.2117865578
960	0.2117349071
961	0.2116901817
962	0.2116341555
963	0.2115763473
964	0.21152474
965	0.2114724518
966	0.2114227135
967	0.2113779013
968	0.2113176445
969	0.2112597493
970	0.2112022163
971	0.2111623591
972	0.2111127802
973	0.2110669392
974	0.211012246
975	0.2109717222
976	0.2109257654
977	0.2108683338
978	0.21081309
979	0.2107454152
980	0.2106976039
981	0.2106447506
982	0.2105894923
983	0.2105319159
984	0.2104778311
985	0.2104358875
986	0.210384005
987	0.2103192569
988	0.2102687942
989	0.2102125651
990	0.2101816037
991	0.2101378056
992	0.2100961808
993	0.2100569755
994	0.2100188568
995	0.2099700458
996	0.2099104555
997	0.2098489672
998	0.2097944188
999	0.2097472015
1000	0.2096972314
1001	0.2096440739
1002	0.2095994355
1003	0.2095576368
1004	0.209516548
1005	0.2094752129
1006	0.2094173322
1007	0.2093698831
1008	0.2093204491
1009	0.2092804469
1010	0.2092284775
1011	0.2091840998
1012	0.2091210903
1013	0.2090816532
1014	0.2090414337
1015	0.2089908116
1016	0.208945217
1017	0.2088971159
1018	0.2088426545
1019	0.2088093894
1020	0.2087692568
1021	0.2087347892
1022	0.2086903391
1023	0.2086325019
1024	0.2085742155
1025	0.2085355753
1026	0.2084844461
1027	0.2084228999
1028	0.208380768
1029	0.2083485895
1030	0.2082786546
1031	0.2082384206
1032	0.2081952165
1033	0.2081523312
1034	0.2081136475
1035	0.2080619533
1036	0.2080271379
1037	0.2079730677
1038	0.2079358038
1039	0.207903408
1040	0.2078506707
1041	0.2078049601
1042	0.2077580615
1043	0.2077134666
1044	0.2076825341
1045	0.2076393011
1046	0.2075837965
1047	0.2075505893
1048	0.2075143831
1049	0.2074558359
1050	0.2074022583
1051	0.2073412626
1052	0.2073066066
1053	0.2072524494
1054	0.2072076951
1055	0.2071525092
1056	0.2071081606
1057	0.2070805314
1058	0.2070276347
1059	0.2069947029
1060	0.2069421828
1061	0.2068996452
1062	0.2068698863
1063	0.2068128604
1064	0.2067730176
1065	0.2067128768
1066	0.2066803361
1067	0.206650186
1068	0.2065998537
1069	0.2065624014
1070	0.2065112288
1071	0.2064453651
1072	0.2063926277
1073	0.2063544946
1074	0.2063000476
1075	0.206267362
1076	0.2062212748
1077	0.2061741879
1078	0.2061007178
1079	0.2060567603
1080	0.2060236981
1081	0.2059753941
1082	0.2059089219
1083	0.2058638199
1084	0.20582163
1085	0.2057687622
1086	0.2057149817
1087	0.2056636787
1088	0.2056154038
1089	0.2055804435
1090	0.2055328205
1091	0.2054736794
1092	0.2054242019
1093	0.2054022521
1094	0.2053716529
1095	0.2053231751
1096	0.2052766097
1097	0.2052432722
1098	0.2052061387
1099	0.2051490694
1100	0.205099418
1101	0.205071615
1102	0.20502221
1103	0.2049940447
1104	0.2049692553
1105	0.2049171554
1106	0.204857739
1107	0.2048238509
1108	0.2047767205
1109	0.2047317633
1110	0.2046787217
1111	0.2046368216
1112	0.2046018034
1113	0.2045544267
1114	0.2045167572
1115	0.2044804061
1116	0.20443358
1117	0.2044087905
1118	0.2043622252
1119	0.2043116756
1120	0.2042688192
1121	0.2042231811
1122	0.2041907853
1123	0.2041562163
1124	0.2041237046
1125	0.2040729231
1126	0.2040238368
1127	0.2039770397
1128	0.2039451944
1129	0.2039048301
1130	0.2038646251
1131	0.2038345764
1132	0.2038081787
1133	0.2037674956
1134	0.2037300724
1135	0.2036908091
1136	0.203654516
1137	0.2036257567
1138	0.2035602842
1139	0.2035204559
1140	0.2034761942
1141	0.2034420018
1142	0.2034160099
1143	0.203379398
1144	0.2033394972
1145	0.203305131
1146	0.2032774729
1147	0.2032337038
1148	0.2032064658
1149	0.203162972
1150	0.2031239261
1151	0.2030827938
1152	0.2030532087
1153	0.2030109464
1154	0.2029525297
1155	0.2029032695
1156	0.2028668315
1157	0.202828481
1158	0.202788247
1159	0.2027586185
1160	0.2027281786
1161	0.2027056348
1162	0.2026683999
1163	0.2026396262
1164	0.2026116928
1165	0.2025809486
1166	0.2025448294
1167	0.2025040593
1168	0.2024780529
1169	0.2024377754
1170	0.2023876315
1171	0.2023543519
1172	0.2023232021
1173	0.2022864308
1174	0.2022622064
1175	0.2022259857
1176	0.2021729731
1177	0.2021455323
1178	0.2021239157
1179	0.2020980831
1180	0.2020340594
1181	0.2019902179
1182	0.2019353362
1183	0.2018675745
1184	0.2018330055
1185	0.2017886134
1186	0.2017586806
1187	0.2017285884
1188	0.2016835878
1189	0.2016449476
1190	0.2016088138
1191	0.2015725496
1192	0.2015502666
1193	0.2015041939
1194	0.2014631486
1195	0.2014340416
1196	0.2014001825
1197	0.201351951
1198	0.2013106159
1199	0.2012723379
1200	0.201235132
1201	0.2012011425
1202	0.2011623573
1203	0.2011274551
1204	0.201103984
1205	0.2010793395
1206	0.2010402356
1207	0.2010096943
1208	0.2009819347
1209	0.2009508574
1210	0.200908595
1211	0.2008601028
1212	0.2008286197
1213	0.2008104369
1214	0.2007797362
1215	0.2007477606
1216	0.200717654
1217	0.2006869243
1218	0.2006566003
1219	0.2006060507
1220	0.2005690042
1221	0.2005205119
1222	0.2004761053
1223	0.2004385227
1224	0.2004080538
1225	0.2003779761
1226	0.200347913
1227	0.2002919012
1228	0.2002528408
1229	0.2002263997
1230	0.20019015
1231	0.2001670412
1232	0.2001181867
1233	0.2000875295
1234	0.2000571331
1235	0.2000266642
1236	0.1999931383
1237	0.1999682185
1238	0.1999389811
1239	0.1998992977
1240	0.1998750733
1241	0.1998422139
1242	0.1998058048
1243	0.1997714241
1244	0.1997454467
1245	0.199715398
1246	0.1996805391
1247	0.1996347272
1248	0.1995985789
1249	0.1995775419
1250	0.1995550706
1251	0.1995160971
1252	0.1994946834
1253	0.1994743998
1254	0.1994374837
1255	0.1994171132
1256	0.1993891218
1257	0.1993646076
1258	0.1993298213
1259	0.1992958028
1260	0.19926516
1261	0.1992283743
1262	0.1991717396
1263	0.199145878
1264	0.1990909384
1265	0.1990572532
1266	0.1990296675
1267	0.1989996043
1268	0.1989742933
1269	0.1989448531
1270	0.1989142393
1271	0.1988679058
1272	0.1988256145
1273	0.1987915815
1274	0.1987536077
1275	0.1987317594
1276	0.1987055356
1277	0.198659318
1278	0.1986319061
1279	0.198615998
1280	0.1985723883
1281	0.1985407459
1282	0.1985077995
1283	0.1984686522
1284	0.198437285
1285	0.1984146543
1286	0.1983672632
1287	0.1983363596
1288	0.1983023122
1289	0.198272872
1290	0.1982489229
1291	0.1982228005
1292	0.1981895354
1293	0.1981540681
1294	0.1981177025
1295	0.1980904935
1296	0.1980536498
1297	0.1980076929
1298	0.1979786294
1299	0.1979350487
1300	0.1979145043
1301	0.1978930616
1302	0.1978633317
1303	0.1978329787
1304	0.1978138976
1305	0.1977723887
1306	0.1977414852
1307	0.1977004399
1308	0.1976717821
1309	0.1976478764
1310	0.1976237824
1311	0.1975998188
1312	0.1975778545
1313	0.1975461397
1314	0.1975173515
1315	0.1974890558
1316	0.1974700617
1317	0.1974469529
1318	0.1974248583
1319	0.1973946792
1320	0.1973583281
1321	0.1973166742
1322	0.1972875093
1323	0.1972622418
1324	0.1972182553
1325	0.1971875112
1326	0.1971584912
1327	0.1971247769
1328	0.1971109986
1329	0.1970932504
1330	0.1970657951
1331	0.197043628
1332	0.1970172883
1333	0.1969790103
1334	0.1969567563
1335	0.196925621
1336	0.1968963112
1337	0.196860105
1338	0.1968153506
1339	0.1967841719
1340	0.1967594838
1341	0.1967269866
1342	0.1967021247
1343	0.1966554724
1344	0.1966319145
1345	0.1965852622
1346	0.1965631096
1347	0.1965323075
1348	0.1964832937
1349	0.1964319907
1350	0.1964171257
1351	0.1963673729
1352	0.1963464229
1353	0.1963188227
1354	0.1962863544
1355	0.1962586239
1356	0.1962359352
1357	0.1962005693
1358	0.1961593501
1359	0.1961409066
1360	0.1961246072
1361	0.1960918347
1362	0.1960592941
1363	0.1960349392
1364	0.1960015727
1365	0.1959649464
1366	0.1959416492
1367	0.1959084131
1368	0.1958846088
1369	0.1958582546
1370	0.19584168
1371	0.1958253372
1372	0.195803402
1373	0.1957846831
1374	0.1957648776
1375	0.1957231804
1376	0.1956994486
1377	0.195675427
1378	0.1956287312
1379	0.1956080565
1380	0.1955857735
1381	0.1955474375
1382	0.1955175482
1383	0.1954962359
1384	0.195465796
1385	0.195434255
1386	0.1954134788
1387	0.1953818654
1388	0.1953635812
1389	0.1953130026
1390	0.1952807951
1391	0.1952523691
1392	0.1951980235
1393	0.1951787686
1394	0.195158456
1395	0.1951265673
1396	0.1951017779
1397	0.1950769739
1398	0.1950547924
1399	0.195039768
1400	0.1950082125
1401	0.1949893778
1402	0.1949720788
1403	0.1949477819
1404	0.1949234995
1405	0.1948859459
1406	0.1948591426
1407	0.1948174308
1408	0.1947735168
1409	0.1947481768
1410	0.1947258069
1411	0.1947034805
1412	0.1946708673
1413	0.1946326183
1414	0.194605192
1415	0.1945665082
1416	0.1945357786
1417	0.1945045563
1418	0.1944764491
1419	0.1944431695
1420	0.1944146855
1421	0.1943903017
1422	0.194349749
1423	0.1943253942
1424	0.1943016769
1425	0.1942669919
1426	0.1942268449
1427	0.1942097632
1428	0.1941943622
1429	0.194172369
1430	0.1941510277
1431	0.1941251806
1432	0.194094393
1433	0.1940708496
1434	0.1940587229
1435	0.1940378597
1436	0.1940077676
1437	0.1939792546
1438	0.1939444248
1439	0.1939196209
1440	0.1939008006
1441	0.193880459
1442	0.1938380663
1443	0.1937956881
1444	0.1937770417
1445	0.193729578
1446	0.1936994714
1447	0.1936755512
1448	0.19364869
1449	0.1936206551
1450	0.1935980244
1451	0.193573206
1452	0.193537956
1453	0.1935092257
1454	0.1934818719
1455	0.1934692236
1456	0.1934540833
1457	0.1934255124
1458	0.19339203
1459	0.1933641256
1460	0.1933277745
1461	0.1932987834
1462	0.1932698793
1463	0.1932508562
1464	0.1932238935
1465	0.1932016974
1466	0.1931712575
1467	0.1931449034
1468	0.19311881
1469	0.1931083204
1470	0.1930669564
1471	0.1930536706
1472	0.193037748
1473	0.1929905452
1474	0.1929664801
1475	0.1929214795
1476	0.1928766528
1477	0.1928600927
1478	0.192826248
1479	0.1927974019
1480	0.1927794509
1481	0.1927419552
1482	0.192724294
1483	0.1927034164
1484	0.1926635301
1485	0.1926343797
1486	0.1926189207
1487	0.1925794112
1488	0.1925502607
1489	0.1925208495
1490	0.192491757
1491	0.1924685613
1492	0.1924445832
